s,map,is_failed,is_success,iter,elapsed,f_err
0,113,0,1,138,3.40966,0.0980751
0,112,0,1,74,1.66566,0.0770193
0,111,0,0,200,4.4331,2.41838
0,110,0,0,200,4.36667,2.41147
0,109,0,0,200,4.6878,0.555246
0,108,0,0,200,4.68686,2.37744
0,107,0,0,200,4.55529,2.35453
0,106,0,0,200,4.42093,0.939642
0,105,0,0,200,4.43332,1.54461
0,104,0,0,200,4.433,1.34153
0,103,0,0,200,4.42319,0.886727
0,102,0,1,123,2.70765,0.071008
0,101,0,0,200,4.45713,1.77236
0,100,0,1,109,2.4995,0.0943442
0,99,0,1,82,1.81184,0.0894838
0,98,0,0,200,4.41769,1.28229
0,97,0,0,200,4.50845,1.49772
0,96,0,1,91,2.01725,0.0826859
0,95,0,0,200,4.55925,2.22196
0,94,0,0,200,4.53798,1.04169
0,93,0,1,156,3.5838,0.0808344
0,92,0,0,200,4.50155,0.861133
0,91,0,1,71,1.6321,0.038791
0,90,0,0,200,4.52106,1.48396
0,89,0,0,200,4.4918,2.21706
0,88,0,0,200,4.72076,2.98368
0,87,0,0,200,4.4645,2.1907
0,86,0,1,103,2.28464,0.0938089
0,85,0,0,200,4.43507,5.1171
0,84,0,0,200,4.44766,1.43748
0,83,0,1,53,1.20618,0.0674356
0,82,0,0,200,4.49622,1.60818
0,81,0,0,200,4.44333,0.646777
0,80,0,1,86,1.88047,0.0809488
0,79,0,0,200,4.39894,0.381421
0,78,0,0,200,4.4894,2.0098
0,77,0,0,200,4.81616,2.02512
0,76,0,0,200,4.79098,0.187716
0,75,0,1,73,1.68196,0.0913581
0,74,0,0,200,4.70396,0.42167
0,73,0,0,200,4.49724,0.968449
0,72,0,1,133,3.00701,0.0884501
0,71,0,0,200,4.65704,0.534351
0,70,0,1,88,1.97717,0.0747514
0,69,0,1,67,1.46227,0.0943364
0,68,0,0,200,4.4357,2.49999
0,67,0,1,92,2.12184,0.0748605
0,66,0,0,200,4.3765,1.58239
0,65,0,0,200,4.3918,1.92775
0,64,0,0,200,4.50264,1.43549
0,63,0,0,200,4.68408,1.43486
0,62,0,0,200,5.18165,2.89484
0,61,0,0,200,4.80659,0.80311
0,60,0,1,87,2.03017,0.0681754
0,59,0,0,200,4.61342,0.582051
0,58,0,1,124,2.9711,0.0986539
0,57,0,0,200,4.96075,1.36286
0,56,0,0,200,4.88431,0.820817
0,55,0,0,200,4.88009,0.885951
0,54,0,0,200,4.75994,2.81296
0,53,0,0,200,4.84751,0.655413
0,52,0,1,88,2.03537,0.0375966
0,51,0,1,76,1.83187,0.0918105
0,50,0,0,200,4.70347,0.779082
0,49,0,0,200,4.64798,0.960062
0,48,0,0,200,4.80888,1.42524
0,47,0,0,200,4.82731,1.56187
0,46,0,0,200,5.01679,0.617734
0,45,0,0,200,4.80915,0.758432
0,44,0,0,200,4.6259,3.77737
0,43,0,0,200,4.59171,1.45788
0,42,0,0,200,4.81915,1.00366
0,41,0,1,86,2.0361,0.0674933
0,40,0,0,200,4.95284,0.798902
0,39,0,0,200,4.79396,5.16189
0,38,0,0,200,4.67397,0.238019
0,37,0,0,200,4.48263,0.795013
0,36,0,0,200,4.73205,1.20171
0,35,0,0,200,4.6741,0.380164
0,34,0,1,95,2.1818,0.0731939
0,33,0,1,60,1.46458,0.0985297
0,32,0,1,70,1.72801,0.0974888
0,31,0,1,62,1.46482,0.0991245
0,30,0,0,200,4.62658,4.92721
0,29,0,1,167,4.00328,0.092674
0,28,0,1,119,2.71814,0.0737752
0,27,0,1,99,2.39458,0.0420689
0,26,0,0,200,4.93165,1.17457
0,25,0,0,200,4.82301,0.271345
0,24,0,1,163,3.9629,0.0638137
0,23,0,1,60,1.42547,0.0712601
0,22,0,1,133,3.18598,0.0512817
0,21,1,0,31,0.824393,2.66525
